A,C,0.0568851589556795
A,B,0.241929109463132
A,DRB1,0.12488442398499
A,DQB1,0.0453345400308382
C,B,0.0968789307660083
C,DRB1,0.0565935772462159
C,DQB1,0.0444078925953261
B,DRB1,0.171037981993974
B,DQB1,0.0442188796994296
DRB1,DQB1,0.0420675451557448
